question,label,code
What was my highest REM sleep percentage in the past 7 days?,18.29,daily_metrics.during('last 7 days')['rem_sleep_percent'].max()
What was the average number of minutes I spent in REM sleep yesterday?,58.09,daily_metrics.during('yesterday')['rem_sleep_minutes'].mean()
What was my highest percentage of REM sleep?,20.18,daily_metrics['rem_sleep_percent'].max()
What is my average resting heart rate today?,58.56,daily_metrics.during('today')['resting_heart_rate'].mean()
What was my average heart rate over the last 30 days?,57.86,daily_metrics.during('last 30 days')['resting_heart_rate'].mean()
What was my lowest heart rate variability over the past 7 days?,7.11,daily_metrics.during('last 7 days')['heart_rate_variability'].min()
What was the total heart rate variability yesterday?,43.53,daily_metrics.during('yesterday')['heart_rate_variability'].sum()
What was the average number of minutes I slept yesterday?,475.65,daily_metrics.during('yesterday')['sleep_minutes'].mean()
What is my average number of active zone minutes for runs where I have 90 or fewer active zone minutes?,5.0,"exercise_entries.query('activityName == ""Run"" and activeZoneMinutes < 90')['activeZoneMinutes'].mean()"
What was my highest number of deep sleep minutes in the last 30 days?,85.14,daily_metrics.during('last 30 days')['deep_sleep_minutes'].max()
What was the lowest percentage of light sleep I had yesterday?,55.6,daily_metrics.during('yesterday')['light_sleep_percent'].min()
What is my total distance for runs where the distance was at least 59?,40115.08,"exercise_entries.query('activityName == ""Run"" and distance >= 59')['distance'].sum()"
What is my total REM sleep time for the past 21 days?,912.17,daily_metrics.during('last 21 days')['rem_sleep_minutes'].sum()
What was my total step count yesterday?,6680.37,daily_metrics.during('yesterday')['steps'].sum()
How many days have I gone running?,2,"exercise_entries.query('activityName == ""Run""')['datetime'].drop_duplicates().count()"
What was my highest percentage of light sleep over the past 21 days?,73.68,daily_metrics.during('last 21 days')['light_sleep_percent'].max()
What was my highest percentage of light sleep in the past 30 days?,75.97,daily_metrics.during('last 30 days')['light_sleep_percent'].max()
How long was my most recent run within the last 21 days?,21.4,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
What was my highest step count yesterday?,6680.37,daily_metrics.during('yesterday')['steps'].max()
What is my median heart rate variability?,43.53,daily_metrics['heart_rate_variability'].median()
What is my median resting heart rate today?,58.56,daily_metrics.during('today')['resting_heart_rate'].median()
What was my median REM sleep percentage?,15.2,daily_metrics['rem_sleep_percent'].median()
What was my average REM sleep percentage over the last 14 days?,16.0,daily_metrics.during('last 14 days')['rem_sleep_percent'].mean()
What is the sum of my heart rate over the last 14 days?,524.08,daily_metrics.during('last 14 days')['resting_heart_rate'].sum()
How many minutes of REM sleep did I get today?,75.49,daily_metrics.during('today')['rem_sleep_minutes'].sum()
What specific activities have I engaged in over the past 30 days?,Run,exercise_entries.during('last 30 days')['activityName'].drop_duplicates().iloc[0]
What was my standard deviation for resting heart rate over the last 30 days?,2.44,daily_metrics.during('last 30 days')['resting_heart_rate'].std()
How many minutes did I sleep yesterday?,475.65,daily_metrics.during('yesterday')['sleep_minutes'].sum()
What was my average number of awake minutes over the past 14 days?,63.94,daily_metrics.during('last 14 days')['awake_minutes'].mean()
What were my lowest deep sleep minutes in the last 21 days?,4.22,daily_metrics.during('last 21 days')['deep_sleep_minutes'].min()
What is my lowest resting heart rate today?,58.56,daily_metrics.during('today')['resting_heart_rate'].min()
What has been my average percentage of deep sleep over the past 7 days?,12.24,daily_metrics.during('last 7 days')['deep_sleep_percent'].mean()
What percentage of my sleep today was deep sleep?,15.08,daily_metrics.during('today')['deep_sleep_percent'].sum()
What is the distance of my longest run?,20455.19,"exercise_entries.query('activityName == ""Run""')['distance'].max()"
What was the lowest number of REM sleep minutes I had in the past 14 days?,58.09,daily_metrics.during('last 14 days')['rem_sleep_minutes'].min()
What is my standard deviation for REM sleep percentage?,4.2,daily_metrics['rem_sleep_percent'].std()
What was the standard deviation of my steps taken in the last 14 days?,2979.12,daily_metrics.during('last 14 days')['steps'].std()
What was the duration of my shortest deep sleep period today?,73.41,daily_metrics.during('today')['deep_sleep_minutes'].min()
What is the median number of minutes I spent in light sleep today?,278.85,daily_metrics.during('today')['light_sleep_minutes'].median()
What unique activities have I participated in over the past 14 days?,Run,exercise_entries.during('last 14 days')['activityName'].drop_duplicates().iloc[0]
What was my highest number of deep sleep minutes in the past 21 days?,85.14,daily_metrics.during('last 21 days')['deep_sleep_minutes'].max()
What was my highest awake percentage over the past 14 days?,18.79,daily_metrics.during('last 14 days')['awake_percent'].max()
What was the standard deviation of my REM sleep minutes over the past 14 days?,13.52,daily_metrics.during('last 14 days')['rem_sleep_minutes'].std()
What was my highest step count in the past 21 days?,15252.92,daily_metrics.during('last 21 days')['steps'].max()
What was the standard deviation of my deep sleep minutes over the past 14 days?,16.02,daily_metrics.during('last 14 days')['deep_sleep_minutes'].std()
What was my total REM sleep percentage over the last 7 days?,46.01,daily_metrics.during('last 7 days')['rem_sleep_percent'].sum()
What is my highest percentage of light sleep in the last 21 days?,73.68,daily_metrics.during('last 21 days')['light_sleep_percent'].max()
What was my highest percentage of time spent awake in the last 30 days?,20.29,daily_metrics.during('last 30 days')['awake_percent'].max()
What has the sum of my heart rate variability been over the past 30 days?,906.93,daily_metrics.during('last 30 days')['heart_rate_variability'].sum()
What was the maximum number of minutes I was awake during the past 30 days?,89.4,daily_metrics.during('last 30 days')['awake_minutes'].max()
What is the average number of minutes I slept today?,486.81,daily_metrics.during('today')['sleep_minutes'].mean()
What was my lowest step count yesterday?,6680.37,daily_metrics.during('yesterday')['steps'].min()
What is my total number of steps for runs where I took at least 34 steps?,5075.0,"exercise_entries.query('activityName == ""Run"" and steps >= 34')['steps'].sum()"
What was my lowest number of awake minutes in the last 30 days?,26.99,daily_metrics.during('last 30 days')['awake_minutes'].min()
What is my median awake percentage today?,12.13,daily_metrics.during('today')['awake_percent'].median()
What was my median REM sleep time over the last 14 days?,75.49,daily_metrics.during('last 14 days')['rem_sleep_minutes'].median()
How many calories did I burn running on days when I slept 664 minutes or less?,365.0,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('sleep_minutes <= 664'))['calories'].sum()"
What was my lowest percentage of light sleep within the past 14 days?,55.42,daily_metrics.during('last 14 days')['light_sleep_percent'].min()
What was my average heart rate during my last run?,115.0,"exercise_entries.on_days(exercise_entries.where('activityName == ""Run""').max())['averageHeartRate'].mean()"
What was my average speed during my last run?,918.69,"exercise_entries.on_days(exercise_entries.where('activityName == ""Run""').max())['speed'].mean()"
What was my total heart rate variability yesterday?,43.53,daily_metrics.during('yesterday')['heart_rate_variability'].sum()
What is the total percentage of REM sleep I have had in the past 7 days?,46.01,daily_metrics.during('last 7 days')['rem_sleep_percent'].sum()
What was my average heart rate variability over the past 14 days?,39.02,daily_metrics.during('last 14 days')['heart_rate_variability'].mean()
What was the total distance I covered in my last three runs?,40115.08,"exercise_entries.query('activityName == ""Run""')['distance'][-3:].sum()"
How many days have I exercised?,2,exercise_entries['datetime'].drop_duplicates().count()
What were my highest REM sleep minutes today?,75.49,daily_metrics.during('today')['rem_sleep_minutes'].max()
How many times have I exercised in the last 14 days?,2,exercise_entries.during('last 14 days')['datetime'].count()
What is the total number of Active Zone Minutes (AZM) for my runs where the AZM is 97 or less?,10.0,"exercise_entries.query('activityName == ""Run"" and activeZoneMinutes <= 97')['activeZoneMinutes'].sum()"
What was my lowest heart rate variability in the past 14 days?,7.11,daily_metrics.during('last 14 days')['heart_rate_variability'].min()
How long was my most recent run in the last 14 days?,21.4,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
How many days in the last 21 days did I sleep for less than 10 hours?,15,daily_metrics.query('sleep_minutes < 10*60').during('last 21 days')['datetime'].drop_duplicates().count()
Can you please list the unique activities I participated in over the last 21 days?,Run,exercise_entries.during('last 21 days')['activityName'].drop_duplicates().iloc[0]
What was the lowest number of minutes I was awake within the last 7 days?,37.22,daily_metrics.during('last 7 days')['awake_minutes'].min()
What is my average time spent awake?,55.2,daily_metrics['awake_minutes'].mean()
What was the median value of my active zone minutes over the past 14 days?,18.67,daily_metrics.during('last 14 days')['active_zone_minutes'].median()
What was the standard deviation of my active zone minutes over the past 21 days?,22.58,daily_metrics.during('last 21 days')['active_zone_minutes'].std()
What was the standard deviation of my sleep duration over the past 14 days?,109.24,daily_metrics.during('last 14 days')['sleep_minutes'].std()
What is my lowest recorded percentage of light sleep?,47.34,daily_metrics['light_sleep_percent'].min()
"On the most recent day I went running, what was my percentage of light sleep?",64.04,"daily_metrics.on_days(exercise_entries.where('activityName == ""Run""').max())['light_sleep_percent'].mean()"
What is my highest step count?,27192.72,daily_metrics['steps'].max()
What was my lowest deep sleep percentage over the past 21 days?,0.89,daily_metrics.during('last 21 days')['deep_sleep_percent'].min()
"What is the total number of active zone minutes I have for running, excluding those where I had less than 77 active zone minutes?",10.0,"exercise_entries.query('activityName == ""Run"" and activeZoneMinutes < 77')['activeZoneMinutes'].sum()"
What was the highest number of minutes I spent in light sleep over the last 30 days?,379.7,daily_metrics.during('last 30 days')['light_sleep_minutes'].max()
What was my lowest percentage of light sleep in the past 30 days?,47.34,daily_metrics.during('last 30 days')['light_sleep_percent'].min()
What was my highest heart rate variability today?,37.99,daily_metrics.during('today')['heart_rate_variability'].max()
How many days today did I sleep for more than 75 minutes?,1,daily_metrics.query('sleep_minutes > 75').during('today')['datetime'].drop_duplicates().count()
What was my median deep sleep percentage over the past 30 days?,12.99,daily_metrics.during('last 30 days')['deep_sleep_percent'].median()
What was my average elevation gain for my first two runs within the past 30 days?,101.06,"exercise_entries.query('activityName == ""Run""').during('last 30 days')['elevationGain'][:2].mean()"
What distance did I cover during my longest run?,20455.19,"exercise_entries.query('activityName == ""Run""')['distance'].max()"
What unique activities have I performed in the past 30 days?,Run,exercise_entries.during('last 30 days')['activityName'].drop_duplicates().iloc[0]
What is the lowest value for my heart rate variability?,7.11,daily_metrics['heart_rate_variability'].min()
What is my highest awake percentage?,20.29,daily_metrics['awake_percent'].max()
How long was my last run within the past 30 days?,21.4,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
What were my median active zone minutes today?,56.81,daily_metrics.during('today')['active_zone_minutes'].median()
What unique activities have I done in the last 14 days?,Run,exercise_entries.during('last 14 days')['activityName'].drop_duplicates().iloc[0]
What was my average calorie expenditure for my first two runs in the past 30 days?,182.5,"exercise_entries.query('activityName == ""Run""').during('last 30 days')['calories'][:2].mean()"
What was my highest percentage of light sleep in the past 30 days?,75.97,daily_metrics.during('last 30 days')['light_sleep_percent'].max()
"On days when I have 71 minutes or less of deep sleep, how many calories do I burn while running?",365.0,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('deep_sleep_minutes <= 71'))['calories'].sum()"
What was my lowest percentage of light sleep?,47.34,daily_metrics['light_sleep_percent'].min()
What is my lowest percentage of light sleep?,47.34,daily_metrics['light_sleep_percent'].min()
What was my lowest awake percentage over the past 7 days?,12.13,daily_metrics.during('last 7 days')['awake_percent'].min()
How many minutes in total have I slept over the last 14 days?,3950.15,daily_metrics.during('last 14 days')['sleep_minutes'].sum()
What unique activities have I engaged in during the past 7 days?,Run,exercise_entries.during('last 7 days')['activityName'].drop_duplicates().iloc[0]
What was my average number of light sleep minutes over the past 14 days?,293.03,daily_metrics.during('last 14 days')['light_sleep_minutes'].mean()
What was the median number of steps I took in the past 14 days?,4800.3,daily_metrics.during('last 14 days')['steps'].median()
What is the duration of my longest run in the last 30 days?,25.18,"exercise_entries.query('activityName == ""Run""').during('last 30 days')['duration'].max()"
What is my average active zone minutes (AZMs) for running on days when I have had more than one hour of deep sleep?,9.0,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('deep_sleep_minutes > 1*60'))['activeZoneMinutes'].mean()"
"Over the past 21 days, how many minutes have I spent awake in total?",912.14,daily_metrics.during('last 21 days')['awake_minutes'].sum()
What was the lowest number of steps I took in the last 30 days?,2700.75,daily_metrics.during('last 30 days')['steps'].min()
What is the total number of minutes I spent in light sleep over the past 7 days?,825.98,daily_metrics.during('last 7 days')['light_sleep_minutes'].sum()
What was the lowest number of REM sleep minutes I had in the past 21 days?,35.34,daily_metrics.during('last 21 days')['rem_sleep_minutes'].min()
"Over the past 21 days, what has been my total percentage of deep sleep?",129.66,daily_metrics.during('last 21 days')['deep_sleep_percent'].sum()
What was my highest recorded resting heart rate?,64.27,daily_metrics['resting_heart_rate'].max()
What is the lowest percentage of time I was awake today?,12.13,daily_metrics.during('today')['awake_percent'].min()
What is my longest sleep duration today?,486.81,daily_metrics.during('today')['sleep_minutes'].max()
What is my lowest recorded resting heart rate?,54.65,daily_metrics['resting_heart_rate'].min()
How many minutes of REM sleep have I had in the past 21 days?,912.17,daily_metrics.during('last 21 days')['rem_sleep_minutes'].sum()
What is the total number of active zone minutes for my first five runs in the past 30 days?,10.0,"exercise_entries.query('activityName == ""Run""').during('last 30 days')['activeZoneMinutes'][:5].sum()"
What is the total percentage of time I spent in deep sleep over the past 14 days?,62.6,daily_metrics.during('last 14 days')['deep_sleep_percent'].sum()
What is my average number of active zone minutes today?,56.81,daily_metrics.during('today')['active_zone_minutes'].mean()
What is the standard deviation of my sleep duration over the past 21 days?,84.75,daily_metrics.during('last 21 days')['sleep_minutes'].std()
What was my highest heart rate variability?,60.41,daily_metrics['heart_rate_variability'].max()
What was my average number of deep sleep minutes?,53.79,daily_metrics['deep_sleep_minutes'].mean()
What is the standard deviation of my steps over the last 21 days?,4135.63,daily_metrics.during('last 21 days')['steps'].std()
What was my highest percentage of light sleep yesterday?,55.6,daily_metrics.during('yesterday')['light_sleep_percent'].max()
What was the duration of my most recent run today?,21.4,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
What has been my median heart rate over the past 21 days?,57.82,daily_metrics.during('last 21 days')['resting_heart_rate'].median()
What is the standard deviation of my active zone minutes over the last seven days?,29.53,daily_metrics.during('last 7 days')['active_zone_minutes'].std()
What is the total percentage of time I spent in light sleep over the past 21 days?,713.76,daily_metrics.during('last 21 days')['light_sleep_percent'].sum()
"On days when my active zone minutes are less than or equal to 9, what is the total number of calories I burn while running?",365.0,"exercise_entries.query('activityName == ""Run""').on_days(exercise_entries.where('activeZoneMinutes <= 9'))['calories'].sum()"
What is the duration of my longest run within the last 30 days?,25.18,"exercise_entries.query('activityName == ""Run""').during('last 30 days')['duration'].max()"
What was my average REM sleep percentage today?,15.51,daily_metrics.during('today')['rem_sleep_percent'].mean()
What is the total of my heart rate variability today?,37.99,daily_metrics.during('today')['heart_rate_variability'].sum()
What was my average percentage of light sleep over the past 7 days?,57.3,daily_metrics.during('last 7 days')['light_sleep_percent'].mean()
How many hours did I sleep deeply today?,1,daily_metrics.query('deep_sleep_minutes >= 1*60').during('today')['datetime'].drop_duplicates().count()
How many days during the last 21 days did I sleep less than 10 hours?,15,daily_metrics.query('sleep_minutes < 10*60').during('last 21 days')['datetime'].drop_duplicates().count()
What was my median REM sleep percentage yesterday?,12.21,daily_metrics.during('yesterday')['rem_sleep_percent'].median()
What was the average duration of my deep sleep over the past 14 days?,54.51,daily_metrics.during('last 14 days')['deep_sleep_minutes'].mean()
What was my median percentage of light sleep over the past 14 days?,57.54,daily_metrics.during('last 14 days')['light_sleep_percent'].median()
What was my total percentage of light sleep over the last seven days?,171.9,daily_metrics.during('last 7 days')['light_sleep_percent'].sum()
What was my total heart rate variability over the past 14 days?,351.16,daily_metrics.during('last 14 days')['heart_rate_variability'].sum()
What was my standard deviation of light sleep minutes over the past 14 days?,25.25,daily_metrics.during('last 14 days')['light_sleep_minutes'].std()
What was the standard deviation of my resting heart rate over the last 7 days?,0.97,daily_metrics.during('last 7 days')['resting_heart_rate'].std()
What was the median number of minutes I spent in REM sleep today?,75.49,daily_metrics.during('today')['rem_sleep_minutes'].median()
What unique activities have I participated in over the past 21 days?,Run,exercise_entries.during('last 21 days')['activityName'].drop_duplicates().iloc[0]
What was the shortest amount of time I slept yesterday?,475.65,daily_metrics.during('yesterday')['sleep_minutes'].min()
How many days have I run in the past 30 days?,2,"exercise_entries.query('activityName == ""Run""').during('last 30 days')['datetime'].drop_duplicates().count()"
"Over the past 14 days, how many days did I sleep for less than 401 minutes?",1,daily_metrics.query('sleep_minutes < 401').during('last 14 days')['datetime'].drop_duplicates().count()
What is the total duration of my runs that are shorter than 78 minutes?,46.58,"exercise_entries.query('activityName == ""Run"" and duration < 78')['duration'].sum()"
What is the standard deviation of my resting heart rate?,2.44,daily_metrics['resting_heart_rate'].std()
What was my lowest REM sleep percentage in the past 14 days?,12.21,daily_metrics.during('last 14 days')['rem_sleep_percent'].min()
"On days when I have less than 21 hours of REM sleep, what is the total number of steps I take while running?",5075.0,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('rem_sleep_minutes < 21*60'))['steps'].sum()"
What is my lowest number of steps?,2700.75,daily_metrics['steps'].min()
What is the median number of steps I take?,10343.34,daily_metrics['steps'].median()
What was my average number of awake minutes yesterday?,89.4,daily_metrics.during('yesterday')['awake_minutes'].mean()
What was my highest deep sleep percentage over the past 7 days?,15.08,daily_metrics.during('last 7 days')['deep_sleep_percent'].max()
What were my highest deep sleep minutes in the last 7 days?,73.41,daily_metrics.during('last 7 days')['deep_sleep_minutes'].max()
What is the standard deviation of my light sleep percentage over the past 21 days?,6.74,daily_metrics.during('last 21 days')['light_sleep_percent'].std()
What was the standard deviation of my light sleep minutes over the past 21 days?,43.15,daily_metrics.during('last 21 days')['light_sleep_minutes'].std()
What is my median awake percentage?,14.41,daily_metrics['awake_percent'].median()
What is the total number of calories I burned while running on days when I slept for over 7 hours?,365.0,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('sleep_minutes > 7*60'))['calories'].sum()"
What was my average REM sleep duration over the past 14 days?,77.13,daily_metrics.during('last 14 days')['rem_sleep_minutes'].mean()
What is my average heart rate during runs on days when I get 71 minutes or less of REM sleep?,223.0,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('rem_sleep_minutes <= 71'))['averageHeartRate'].sum()"
What was my average percentage of light sleep over the past 7 days?,57.3,daily_metrics.during('last 7 days')['light_sleep_percent'].mean()
What is the standard deviation of my REM sleep minutes over the past 14 days?,13.52,daily_metrics.during('last 14 days')['rem_sleep_minutes'].std()
What was the lowest number of minutes I slept in the past 30 days?,161.66,daily_metrics.during('last 30 days')['sleep_minutes'].min()
How long did I run in total during the last 30 days?,46.58,"exercise_entries.query('activityName == ""Run""').during('last 30 days')['duration'].sum()"
What was the maximum number of minutes I spent in light sleep today?,278.85,daily_metrics.during('today')['light_sleep_minutes'].max()
What is the total number of steps I have taken in the last 14 days?,53131.07,daily_metrics.during('last 14 days')['steps'].sum()
How many days in the last 21 days did I sleep for more than 433 minutes?,9,daily_metrics.query('sleep_minutes > 433').during('last 21 days')['datetime'].drop_duplicates().count()
What was my average heart rate variability today?,37.99,daily_metrics.during('today')['heart_rate_variability'].mean()
What were my lowest REM sleep minutes in the last 14 days?,58.09,daily_metrics.during('last 14 days')['rem_sleep_minutes'].min()
What is the total distance I ran on days when I slept 7 hours or less?,19659.89,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('sleep_minutes <= 7*60'))['distance'].sum()"
What was my lowest percentage of time awake?,6.57,daily_metrics['awake_percent'].min()
What percentage of time was I awake yesterday?,18.79,daily_metrics.during('yesterday')['awake_percent'].sum()
How many days within the past week have I slept less than 2 hours?,4,daily_metrics.query('sleep_minutes < 2*60').during('last week')['datetime'].drop_duplicates().count()
"On the most recent day I went for a run, how many minutes of REM sleep did I get?",43.3,"daily_metrics.on_days(exercise_entries.where('activityName == ""Run""').max())['rem_sleep_minutes'].mean()"
How many minutes did I sleep yesterday?,475.65,daily_metrics.during('yesterday')['sleep_minutes'].sum()
Could you please tell me my average deep sleep minutes over the past 14 days?,54.51,daily_metrics.during('last 14 days')['deep_sleep_minutes'].mean()
What was my average number of active zone minutes over the past 7 days?,45.54,daily_metrics.during('last 7 days')['active_zone_minutes'].mean()
How many times have I exercised in the last 30 days?,2,exercise_entries.during('last 30 days')['datetime'].count()
"Over the past 21 days, how many days have I slept for less than an hour?",15,daily_metrics.query('sleep_minutes < 1*60').during('last 21 days')['datetime'].drop_duplicates().count()
What was my highest resting heart rate in the last 30 days?,64.27,daily_metrics.during('last 30 days')['resting_heart_rate'].max()
What was the duration of my most recent run within the last 14 days?,21.4,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
How many minutes have I slept in the last 30 days?,9119.01,daily_metrics.during('last 30 days')['sleep_minutes'].sum()
What is the total distance I ran in my last four runs within the past 30 days?,40115.08,"exercise_entries.query('activityName == ""Run""').during('last 30 days')['distance'][-4:].sum()"
What was my lowest number of light sleep minutes in the last 21 days?,192.77,daily_metrics.during('last 21 days')['light_sleep_minutes'].min()
How many days in the past 7 days did I sleep for less than 432 minutes?,1,daily_metrics.query('sleep_minutes < 432').during('last 7 days')['datetime'].drop_duplicates().count()
What was my average percentage of light sleep over the past 30 days?,60.81,daily_metrics.during('last 30 days')['light_sleep_percent'].mean()
What is the distance of my longest run?,20455.19,"exercise_entries.query('activityName == ""Run""')['distance'].max()"
How many days did I sleep for less than 3 hours?,1,daily_metrics.query('sleep_minutes < 3*60')['datetime'].drop_duplicates().count()
What was the average number of minutes I spent in deep sleep over the past 7 days?,57.5,daily_metrics.during('last 7 days')['deep_sleep_minutes'].mean()
What is my lowest amount of time spent awake?,26.99,daily_metrics['awake_minutes'].min()
What is the total time I spent running on days when I slept less than 6 hours?,21.4,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('sleep_minutes < 6*60'))['duration'].sum()"
What was my median number of steps walked in the last 30 days?,10343.34,daily_metrics.during('last 30 days')['steps'].median()
What unique activities have I done in the past 7 days?,Run,exercise_entries.during('last 7 days')['activityName'].drop_duplicates().iloc[0]
What was the standard deviation of my deep sleep minutes over the past 7 days?,14.52,daily_metrics.during('last 7 days')['deep_sleep_minutes'].std()
What was the standard deviation of my active zone minutes over the past 7 days?,29.53,daily_metrics.during('last 7 days')['active_zone_minutes'].std()
What is the standard deviation of my awake percentage over the past 7 days?,3.38,daily_metrics.during('last 7 days')['awake_percent'].std()
What is the total number of minutes I spent in deep sleep over the last 14 days?,490.56,daily_metrics.during('last 14 days')['deep_sleep_minutes'].sum()
How many days in the past week did I sleep for less than 252 minutes in REM sleep?,4,daily_metrics.query('rem_sleep_minutes < 252').during('last week')['datetime'].drop_duplicates().count()
What was the distance of my longest run?,20455.19,"exercise_entries.query('activityName == ""Run""')['distance'].max()"
What was the highest number of steps I walked in the last 30 days?,27192.72,daily_metrics.during('last 30 days')['steps'].max()
What is the lowest number of minutes I have spent in deep sleep over the past 14 days?,31.15,daily_metrics.during('last 14 days')['deep_sleep_minutes'].min()
How many days did I have runs where my average heart rate was at least 38?,2,"exercise_entries.query('activityName == ""Run"" and averageHeartRate >= 38')['datetime'].drop_duplicates().count()"
How long did I run for yesterday?,21.4,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
"On the most recent day I went for a run, what percentage of my sleep was categorized as light sleep?",64.04,"daily_metrics.on_days(exercise_entries.where('activityName == ""Run""').max())['light_sleep_percent'].mean()"
What was my highest resting heart rate in the past 30 days?,64.27,daily_metrics.during('last 30 days')['resting_heart_rate'].max()
What is the total amount of time I have slept?,9119.01,daily_metrics['sleep_minutes'].sum()
What was my median number of minutes awake today?,59.07,daily_metrics.during('today')['awake_minutes'].median()
What was my average number of light sleep minutes over the past 7 days?,275.33,daily_metrics.during('last 7 days')['light_sleep_minutes'].mean()
What was my median sleep duration over the past 14 days?,475.65,daily_metrics.during('last 14 days')['sleep_minutes'].median()
What was my median heart rate over the past 21 days?,57.82,daily_metrics.during('last 21 days')['resting_heart_rate'].median()
Could you please provide me with the standard deviation of my awake time over the past 21 days?,20.52,daily_metrics.during('last 21 days')['awake_minutes'].std()
What is the average amount of time I slept today?,486.81,daily_metrics.during('today')['sleep_minutes'].mean()
How many days yesterday did I sleep for more than 130 minutes?,1,daily_metrics.query('sleep_minutes > 130').during('yesterday')['datetime'].drop_duplicates().count()
How many times have I run?,2,"exercise_entries.query('activityName == ""Run""').shape[0]"
How many days have I exercised today?,1,exercise_entries.during('today')['datetime'].drop_duplicates().count()
How many days yesterday did I sleep for more than 270 minutes?,1,daily_metrics.query('sleep_minutes > 270').during('yesterday')['datetime'].drop_duplicates().count()
What was my highest resting heart rate yesterday?,57.8,daily_metrics.during('yesterday')['resting_heart_rate'].max()
How many times have I exercised in the past 21 days?,2,exercise_entries.during('last 21 days')['datetime'].count()
What was my average number of steps taken over the past 7 days?,5112.41,daily_metrics.during('last 7 days')['steps'].mean()
What is the total percentage of time I spent in deep sleep over the past 14 days?,62.6,daily_metrics.during('last 14 days')['deep_sleep_percent'].sum()
What was the average amount of time I was awake today?,59.07,daily_metrics.during('today')['awake_minutes'].mean()
What is the lowest number of minutes I spent in light sleep?,192.77,daily_metrics['light_sleep_minutes'].min()
What is the total percentage of REM sleep I've had in the past 21 days?,182.96,daily_metrics.during('last 21 days')['rem_sleep_percent'].sum()
How many minutes of light sleep have I had today?,278.85,daily_metrics.during('today')['light_sleep_minutes'].sum()
How many days today did I have more than 113 minutes of light sleep?,1,daily_metrics.query('light_sleep_minutes > 113').during('today')['datetime'].drop_duplicates().count()
What unique activities have I engaged in over the last 14 days?,Run,exercise_entries.during('last 14 days')['activityName'].drop_duplicates().iloc[0]
What was the duration of my most recent run in the last 7 days?,21.4,"exercise_entries.query('activityName == ""Run""')['duration'].iloc[-1]"
What was my median REM sleep percentage over the past 14 days?,15.55,daily_metrics.during('last 14 days')['rem_sleep_percent'].median()
What was my mean resting heart rate over the past 14 days?,58.23,daily_metrics.during('last 14 days')['resting_heart_rate'].mean()
What was the standard deviation of my REM sleep minutes over the past 30 days?,20.59,daily_metrics.during('last 30 days')['rem_sleep_minutes'].std()
What is my average heart rate during runs when my light sleep percentage is less than 57%?,115.0,"exercise_entries.query('activityName == ""Run""').on_days(daily_metrics.where('light_sleep_percent < 57'))['averageHeartRate'].mean()"
What was the highest number of minutes I spent in light sleep over the past 14 days?,328.8,daily_metrics.during('last 14 days')['light_sleep_minutes'].max()
What was my average number of awake minutes?,55.2,daily_metrics['awake_minutes'].mean()
What was my median number of steps taken over the last 14 days?,4800.3,daily_metrics.during('last 14 days')['steps'].median()
What was my average resting heart rate over the past 14 days?,58.23,daily_metrics.during('last 14 days')['resting_heart_rate'].mean()
What is the total percentage of time I am awake?,221.79,daily_metrics['awake_percent'].sum()
What was my median heart rate variability over the past 7 days?,34.08,daily_metrics.during('last 7 days')['heart_rate_variability'].median()
What is my highest recorded percentage of deep sleep?,20.62,daily_metrics['deep_sleep_percent'].max()
What was my lowest REM sleep percentage during the past 7 days?,12.21,daily_metrics.during('last 7 days')['rem_sleep_percent'].min()
What is my average number of active zone minutes for runs where I have less than 33 active zone minutes?,5.0,"exercise_entries.query('activityName == ""Run"" and activeZoneMinutes < 33')['activeZoneMinutes'].mean()"
What was my highest heart rate variability yesterday?,43.53,daily_metrics.during('yesterday')['heart_rate_variability'].max()
What was my total percentage of deep sleep over the past 14 days?,62.6,daily_metrics.during('last 14 days')['deep_sleep_percent'].sum()
How many days in the past 21 days have I slept for less than 15 hours?,15,daily_metrics.query('sleep_minutes < 15*60').during('last 21 days')['datetime'].drop_duplicates().count()
How many days have I exercised in the past 14 days?,2,exercise_entries.during('last 14 days')['datetime'].drop_duplicates().count()
What was my average run duration over the past 27 days?,21.4,"exercise_entries.query('activityName == ""Run""').during('last 27 days')['duration'].mean()"
What is the duration of my longest run?,25.18,"exercise_entries.query('activityName == ""Run""')['duration'].max()"
How many days in the past 21 days have I slept for 377 minutes or more?,14,daily_metrics.query('sleep_minutes >= 377').during('last 21 days')['datetime'].drop_duplicates().count()
